,playerID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,debut,finalGame,retroID,bbrefID,nameFull
0,aardsda01,1981.0,12.0,27.0,USA,CO,Denver,,,,,,,David,Aardsma,David Allan,205.0,75.0,R,R,4/6/2004,9/28/2013,aardd001,aardsda01,David Allan Aardsma
1,aaronha01,1934.0,2.0,5.0,USA,AL,Mobile,,,,,,,Hank,Aaron,Henry Louis,180.0,72.0,R,R,4/13/1954,10/3/1976,aaroh101,aaronha01,Henry Louis Aaron
2,aaronto01,1939.0,8.0,5.0,USA,AL,Mobile,1984.0,8.0,16.0,USA,GA,Atlanta,Tommie,Aaron,Tommie Lee,190.0,75.0,R,R,4/10/1962,9/26/1971,aarot101,aaronto01,Tommie Lee Aaron
3,aasedo01,1954.0,9.0,8.0,USA,CA,Orange,,,,,,,Don,Aase,Donald William,190.0,75.0,R,R,7/26/1977,10/3/1990,aased001,aasedo01,Donald William Aase
4,abadan01,1972.0,8.0,25.0,USA,FL,Palm Beach,,,,,,,Andy,Abad,Fausto Andres,184.0,73.0,L,L,9/10/2001,4/13/2006,abada001,abadan01,Fausto Andres Abad
5,abadfe01,1985.0,12.0,17.0,D.R.,La Romana,La Romana,,,,,,,Fernando,Abad,Fernando Antonio,220.0,73.0,L,L,7/28/2010,9/27/2014,abadf001,abadfe01,Fernando Antonio Abad
6,abadijo01,1854.0,11.0,4.0,USA,PA,Philadelphia,1905.0,5.0,17.0,USA,NJ,Pemberton,John,Abadie,John W.,192.0,72.0,R,R,1875-04-26,1875-06-10,abadj101,abadijo01,John W. Abadie
7,abbated01,1877.0,4.0,15.0,USA,PA,Latrobe,1957.0,1.0,6.0,USA,FL,Fort Lauderdale,Ed,Abbaticchio,Edward James,170.0,71.0,R,R,1897-09-04,9/15/1910,abbae101,abbated01,Edward James Abbaticchio
8,abbeybe01,1869.0,11.0,11.0,USA,VT,Essex,1962.0,6.0,11.0,USA,VT,Colchester,Bert,Abbey,Bert Wood,175.0,71.0,R,R,1892-06-14,1896-09-23,abbeb101,abbeybe01,Bert Wood Abbey
9,abbeych01,1866.0,10.0,14.0,USA,NE,Falls City,1926.0,4.0,27.0,USA,CA,San Francisco,Charlie,Abbey,Charles S.,169.0,68.0,L,L,1893-08-16,1897-08-19,abbec101,abbeych01,Charles S. Abbey
10,abbotda01,1862.0,3.0,16.0,USA,OH,Portage,1930.0,2.0,13.0,USA,MI,Ottawa Lake,Dan,Abbott,Leander Franklin,190.0,71.0,R,R,1890-04-19,1890-05-23,abbod101,abbotda01,Leander Franklin Abbott
11,abbotfr01,1874.0,10.0,22.0,USA,OH,Versailles,1935.0,6.0,11.0,USA,CA,Los Angeles,Fred,Abbott,Harry Frederick,180.0,70.0,R,R,4/25/1903,9/20/1905,abbof101,abbotfr01,Harry Frederick Abbott
12,abbotgl01,1951.0,2.0,16.0,USA,AR,Little Rock,,,,,,,Glenn,Abbott,William Glenn,200.0,78.0,R,R,7/29/1973,8/8/1984,abbog001,abbotgl01,William Glenn Abbott
13,abbotje01,1972.0,8.0,17.0,USA,GA,Atlanta,,,,,,,Jeff,Abbott,Jeffrey William,190.0,74.0,R,L,6/10/1997,9/29/2001,abboj002,abbotje01,Jeffrey William Abbott
14,abbotji01,1967.0,9.0,19.0,USA,MI,Flint,,,,,,,Jim,Abbott,James Anthony,200.0,75.0,L,L,4/8/1989,7/21/1999,abboj001,abbotji01,James Anthony Abbott
15,abbotku01,1969.0,6.0,2.0,USA,OH,Zanesville,,,,,,,Kurt,Abbott,Kurt Thomas,180.0,71.0,R,R,9/7/1993,4/13/2001,abbok002,abbotku01,Kurt Thomas Abbott
16,abbotky01,1968.0,2.0,18.0,USA,MA,Newburyport,,,,,,,Kyle,Abbott,Lawrence Kyle,200.0,76.0,L,L,9/10/1991,8/24/1996,abbok001,abbotky01,Lawrence Kyle Abbott
17,abbotod01,1888.0,9.0,5.0,USA,PA,New Eagle,1933.0,4.0,13.0,USA,DC,Washington,Ody,Abbott,Ody Cleon,180.0,74.0,R,R,9/10/1910,10/15/1910,abboo101,abbotod01,Ody Cleon Abbott
18,abbotpa01,1967.0,9.0,15.0,USA,CA,Van Nuys,,,,,,,Paul,Abbott,Paul David,185.0,75.0,R,R,8/21/1990,8/7/2004,abbop001,abbotpa01,Paul David Abbott
19,aberal01,1927.0,7.0,31.0,USA,OH,Cleveland,1993.0,5.0,20.0,USA,OH,Garfield Heights,Al,Aber,Albert Julius,195.0,74.0,L,L,9/15/1950,9/11/1957,abera101,aberal01,Albert Julius Aber
20,abercda01,1850.0,1.0,2.0,USA,OK,Fort Towson,1939.0,11.0,11.0,USA,PA,Philadelphia,Frank,Abercrombie,Francis Patterson,,,,,1871-10-21,1871-10-21,aberd101,abercda01,Francis Patterson Abercrombie
21,abercre01,1980.0,7.0,15.0,USA,GA,Columbus,,,,,,,Reggie,Abercrombie,Reginald Damascus,215.0,75.0,R,R,4/4/2006,9/28/2008,aberr001,abercre01,Reginald Damascus Abercrombie
22,abernbi01,1929.0,1.0,30.0,USA,CA,Torrance,2006.0,2.0,19.0,USA,CA,Yucaipa,Bill,Abernathie,William Edward,190.0,70.0,R,R,9/27/1952,9/27/1952,aberb101,abernbi01,William Edward Abernathie
23,abernbr01,1977.0,9.0,23.0,USA,GA,Atlanta,,,,,,,Brent,Abernathy,Michael Brent,185.0,73.0,R,R,6/25/2001,9/29/2005,aberb001,abernbr01,Michael Brent Abernathy
24,abernte01,1921.0,10.0,30.0,USA,NC,Bynum,2001.0,11.0,16.0,USA,NC,Charlotte,Ted,Abernathy,Talmadge Lafayette,210.0,74.0,R,L,9/19/1942,4/29/1944,abert102,abernte01,Talmadge Lafayette Abernathy
25,abernte02,1933.0,3.0,6.0,USA,NC,Stanley,2004.0,12.0,16.0,USA,NC,Gastonia,Ted,Abernathy,Theodore Wade,215.0,76.0,R,R,4/13/1955,9/30/1972,abert101,abernte02,Theodore Wade Abernathy
26,abernwo01,1915.0,2.0,1.0,USA,NC,Forest City,1994.0,12.0,5.0,USA,KY,Louisville,Woody,Abernathy,Virgil Woodrow,170.0,72.0,L,L,7/28/1946,4/17/1947,aberw101,abernwo01,Virgil Woodrow Abernathy
27,aberscl01,1921.0,8.0,28.0,USA,IL,Chicago,1973.0,6.0,23.0,USA,CA,Vallejo,Cliff,Aberson,Clifford Alexander,200.0,72.0,R,R,7/18/1947,5/9/1949,aberc101,aberscl01,Clifford Alexander Aberson
28,ablesha01,1883.0,10.0,4.0,USA,TX,Terrell,1951.0,2.0,8.0,USA,TX,San Antonio,Harry,Ables,Harry Terrell,200.0,74.0,R,L,9/4/1905,5/5/1911,ableh101,ablesha01,Harry Terrell Ables
29,abnersh01,1966.0,6.0,17.0,USA,OH,Hamilton,,,,,,,Shawn,Abner,Shawn Wesley,190.0,73.0,R,R,9/8/1987,10/3/1992,abnes001,abnersh01,Shawn Wesley Abner
30,abramca01,1924.0,3.0,2.0,USA,PA,Philadelphia,1997.0,2.0,25.0,USA,FL,Fort Lauderdale,Cal,Abrams,Calvin Ross,185.0,72.0,L,L,4/19/1949,5/9/1956,abrac101,abramca01,Calvin Ross Abrams
31,abramge01,1899.0,11.0,9.0,USA,WA,Seattle,1986.0,12.0,5.0,USA,FL,Clearwater,George,Abrams,George Allen,170.0,69.0,R,R,4/19/1923,5/4/1923,abrag101,abramge01,George Allen Abrams
32,abregjo01,1962.0,7.0,4.0,USA,TX,Corpus Christi,,,,,,,Johnny,Abrego,Johnny Ray,185.0,72.0,R,R,9/4/1985,10/3/1985,abrej001,abregjo01,Johnny Ray Abrego
33,abreubo01,1974.0,3.0,11.0,Venezuela,Aragua,Maracay,,,,,,,Bobby,Abreu,Bob Kelly,220.0,72.0,L,R,9/1/1996,9/28/2014,abreb001,abreubo01,Bob Kelly Abreu
34,abreujo01,1913.0,5.0,24.0,USA,CA,Oakland,1993.0,3.0,17.0,USA,CA,Hayward,Joe,Abreu,Joseph Lawrence,160.0,68.0,R,R,4/23/1942,7/11/1942,abrej101,abreujo01,Joseph Lawrence Abreu
35,abreujo02,1987.0,1.0,29.0,Cuba,Cienfuegos,Cienfuegos,,,,,,,Jose,Abreu,Jose Dariel,255.0,75.0,R,R,3/31/2014,9/27/2014,abrej003,abreujo02,Jose Dariel Abreu
36,abreuju01,1985.0,4.0,8.0,D.R.,Duarte,San Francisco de Macoris,,,,,,,Juan,Abreu,Juan de Dios,185.0,72.0,R,R,8/29/2011,9/27/2011,abrej002,abreuju01,Juan de Dios Abreu
37,abreuto01,1984.0,11.0,13.0,D.R.,Puerto Plata,Puerto Plata,,,,,,,Tony,Abreu,Etanislao Toni,200.0,70.0,B,R,5/22/2007,7/28/2014,abret001,abreuto01,Etanislao Toni Abreu
38,abreuwi01,1977.0,4.0,5.0,D.R.,Sanchez Ramirez,Cotui,,,,,,,Winston,Abreu,Winston Leonardo,170.0,74.0,R,R,8/6/2006,7/25/2009,abrew001,abreuwi01,Winston Leonardo Abreu
39,abstebi01,1883.0,2.0,2.0,USA,MO,St. Louis,1940.0,4.0,8.0,USA,MO,St. Louis,Bill,Abstein,William Henry,185.0,72.0,R,R,9/25/1906,6/2/1910,abstb101,abstebi01,William Henry Abstein
40,accarje01,1981.0,12.0,18.0,USA,AZ,Phoenix,,,,,,,Jeremy,Accardo,Jeremiah Lee,195.0,72.0,R,R,5/4/2005,9/27/2012,accaj001,accarje01,Jeremiah Lee Accardo
41,aceveal01,1982.0,12.0,8.0,Mexico,Sonora,San Luis Rio Colorado,,,,,,,Alfredo,Aceves,Alfredo,205.0,74.0,R,R,8/31/2008,6/2/2014,aceva001,aceveal01,Alfredo Aceves
42,acevejo01,1977.0,12.0,18.0,D.R.,Distrito Nacional,Santo Domingo,,,,,,,Jose,Acevedo,Jose Omar,185.0,72.0,R,R,6/19/2001,9/29/2005,acevj002,acevejo01,Jose Omar Acevedo
43,aceveju01,1970.0,5.0,5.0,Mexico,Chihuahua,Ciudad Juarez,,,,,,,Juan,Acevedo,Juan Carlos,245.0,74.0,R,R,4/30/1995,8/5/2003,acevj001,aceveju01,Juan Carlos Acevedo
44,achteaj01,1988.0,8.0,27.0,USA,OH,Toledo,,,,,,,A. J.,Achter,Adam Joseph,205.0,77.0,R,R,9/3/2014,9/26/2014,achta001,achteaj01,Adam Joseph Achter
45,ackerji01,1958.0,9.0,24.0,USA,TX,Freer,,,,,,,Jim,Acker,James Justin,210.0,74.0,R,R,4/7/1983,6/14/1992,ackej001,ackerji01,James Justin Acker
46,ackerto01,1930.0,3.0,7.0,USA,NJ,Paterson,,,,,,,Tom,Acker,Thomas James,215.0,76.0,R,R,4/20/1956,9/20/1959,acket101,ackerto01,Thomas James Acker
47,ackledu01,1988.0,2.0,26.0,USA,NC,Winston-Salem,,,,,,,Dustin,Ackley,Dustin Michael,195.0,73.0,L,R,6/17/2011,9/28/2014,ackld001,ackledu01,Dustin Michael Ackley
48,acklefr01,1937.0,4.0,10.0,USA,WI,Hayward,2002.0,5.0,22.0,USA,MN,Duluth,Fritz,Ackley,Florian Frederick,202.0,73.0,L,R,9/21/1963,5/9/1964,acklf101,acklefr01,Florian Frederick Ackley
49,acostcy01,1946.0,11.0,22.0,Mexico,Sinaloa,El Sabino,,,,,,,Cy,Acosta,Cecilio,165.0,70.0,R,R,6/4/1972,5/5/1975,acosc101,acostcy01,Cecilio Acosta
50,acosted01,1944.0,3.0,9.0,Panama,,Boquete,,,,,,,Ed,Acosta,Eduardo Elixbet,215.0,77.0,B,R,9/7/1970,10/4/1972,acose101,acosted01,Eduardo Elixbet Acosta
51,acostjo01,1891.0,3.0,4.0,Cuba,La Habana,La Habana,1977.0,11.0,16.0,Cuba,La Habana,La Habana,Jose,Acosta,Jose,134.0,66.0,R,R,7/28/1920,5/12/1922,acosj101,acostjo01,Jose Acosta
52,acostma01,1981.0,5.0,1.0,Panama,Colon,Colon,,,,,,,Manny,Acosta,Manuel Alcides,215.0,76.0,R,R,8/12/2007,10/3/2012,acosm001,acostma01,Manuel Alcides Acosta
53,acostme01,1896.0,5.0,19.0,Cuba,,Bauta,1963.0,11.0,17.0,USA,FL,Miami,Merito,Acosta,Baldomero Pedro,140.0,67.0,L,L,6/15/1913,9/2/1918,acosm101,acostme01,Baldomero Pedro Acosta
54,acrema01,1968.0,9.0,16.0,USA,CA,Concord,,,,,,,Mark,Acre,Mark Robert,235.0,80.0,R,R,5/13/1994,5/10/1997,acrem001,acrema01,Mark Robert Acre
55,actama99,1969.0,1.0,11.0,D.R.,San Pedro de Macoris,San Pedro de Macoris,,,,,,,Manny,Acta,Manuel Elias,172.0,74.0,R,R,,,actam801,actama99,Manuel Elias Acta
56,adairbi99,1913.0,2.0,10.0,USA,AL,Mobile,2002.0,6.0,17.0,USA,AL,Bay Minette,Bill,Adair,Marion Danne,168.0,72.0,R,R,,,adaib801,adairbi99,Marion Danne Adair
57,adairje01,1936.0,12.0,17.0,USA,OK,Sand Springs,1987.0,5.0,31.0,USA,OK,Tulsa,Jerry,Adair,Kenneth Jerry,175.0,72.0,R,R,9/2/1958,5/3/1970,adaij101,adairje01,Kenneth Jerry Adair
58,adairji01,1907.0,1.0,25.0,USA,TX,Waxahachie,1982.0,12.0,9.0,USA,TX,Farmers Branch,Jimmy,Adair,James Audrey,154.0,70.0,R,R,8/24/1931,9/7/1931,adaij102,adairji01,James Audrey Adair
59,adamecr01,1991.0,7.0,26.0,D.R.,Distrito Nacional,Santo Domingo,,,,,,,Cristhian,Adames,Cristhian Pascual,180.0,72.0,B,R,7/29/2014,9/27/2014,adamc001,adamecr01,Cristhian Pascual Adames
60,adamsac01,1910.0,3.0,2.0,USA,CA,Willows,2006.0,2.0,26.0,USA,GA,Albany,Ace,Adams,Ace Townsend,182.0,70.0,R,R,4/15/1941,4/24/1946,adama101,adamsac01,Ace Townsend Adams
61,adamsau01,1986.0,8.0,19.0,USA,AL,Montgomery,,,,,,,Austin,Adams,Austin David,190.0,71.0,R,R,7/12/2014,9/23/2014,adama001,adamsau01,Austin David Adams
62,adamsba01,1882.0,5.0,18.0,USA,IN,Tipton,1968.0,7.0,27.0,USA,MD,Silver Spring,Babe,Adams,Charles Benjamin,185.0,71.0,L,R,4/18/1906,8/11/1926,adamb104,adamsba01,Charles Benjamin Adams
63,adamsbe01,1891.0,6.0,21.0,USA,TX,Wharton,1940.0,6.0,24.0,USA,CA,Los Angeles,Bert,Adams,John Bertram,185.0,73.0,B,R,8/30/1910,9/28/1919,adamb106,adamsbe01,John Bertram Adams
64,adamsbo01,1901.0,7.0,24.0,USA,MA,Holyoke,1996.0,10.0,17.0,USA,PA,Lemoyne,Bob,Adams,Robert Burnette,168.0,71.0,R,R,9/22/1925,9/23/1925,adamb107,adamsbo01,Robert Burnette Adams
65,adamsbo02,1907.0,1.0,20.0,USA,AL,Birmingham,1970.0,3.0,6.0,USA,FL,Jacksonville,Bob,Adams,Robert Andrew,165.0,72.0,R,R,9/27/1931,9/17/1932,adamb102,adamsbo02,Robert Andrew Adams
66,adamsbo03,1921.0,12.0,14.0,USA,CA,Tuolumne,1997.0,2.0,13.0,USA,WA,Gig Harbor,Bobby,Adams,Robert Henry,160.0,70.0,R,R,4/16/1946,4/22/1959,adamb103,adamsbo03,Robert Henry Adams
67,adamsbo04,1952.0,1.0,6.0,USA,PA,Pittsburgh,,,,,,,Bob,Adams,Robert Melvin,200.0,74.0,R,R,7/10/1977,9/29/1977,adamb105,adamsbo04,Robert Melvin Adams
68,adamsbu01,1915.0,6.0,24.0,USA,CO,Trinidad,1990.0,9.0,1.0,USA,CA,Rancho Mirage,Buster,Adams,Elvin Clark,180.0,72.0,R,R,4/27/1939,9/21/1947,adamb101,adamsbu01,Elvin Clark Adams
69,adamsda01,1887.0,6.0,19.0,USA,MO,St. Louis,1964.0,10.0,6.0,USA,MO,St. Louis,Dan,Adams,Daniel Leslie,165.0,71.0,R,R,5/22/1914,9/26/1915,adamd103,adamsda01,Daniel Leslie Adams
70,adamsda02,1987.0,5.0,15.0,USA,FL,Margate,,,,,,,David,Adams,David Lee,205.0,73.0,R,R,5/15/2013,9/29/2013,adamd001,adamsda02,David Lee Adams
71,adamsdi01,1920.0,4.0,8.0,USA,CA,Tuolumne,,,,,,,Dick,Adams,Richard Leroy,185.0,72.0,R,L,5/20/1947,9/28/1947,adamd102,adamsdi01,Richard Leroy Adams
72,adamsdo01,1943.0,1.0,27.0,USA,WI,Blue River,,,,,,,Doug,Adams,Harold Douglas,185.0,75.0,L,R,9/8/1969,10/1/1969,adamd101,adamsdo01,Harold Douglas Adams
73,adamsge01,1855.0,1.0,,USA,MA,Worcester,,,,,,,George,Adams,George H.,175.0,66.0,R,R,1879-06-14,1879-06-21,adamg102,adamsge01,George H. Adams
74,adamsgl01,1947.0,10.0,4.0,USA,MA,Northbridge,,,,,,,Glenn,Adams,Glenn Charles,180.0,73.0,L,R,5/4/1975,10/3/1982,adamg101,adamsgl01,Glenn Charles Adams
75,adamshe01,1928.0,4.0,14.0,USA,CA,Hollywood,2012.0,2.0,1.0,USA,OK,Tulsa,Herb,Adams,Herbert Loren,160.0,69.0,L,L,9/17/1948,8/30/1950,adamh101,adamshe01,Herbert Loren Adams
76,adamsji01,1868.0,,,USA,IL,East St. Louis,,,,,,,Jim,Adams,James J.,148.0,66.0,,R,1890-04-21,1890-04-21,adamj101,adamsji01,James J. Adams
77,adamsjo01,1877.0,10.0,28.0,USA,IL,Cowden,1952.0,10.0,8.0,USA,MO,Bachelor,Joe,Adams,Joseph Edward,190.0,72.0,R,L,4/26/1902,4/26/1902,adamj102,adamsjo01,Joseph Edward Adams
78,adamsjo02,1971.0,7.0,2.0,USA,CA,Lakewood,,,,,,,Joel,Adamson,Joel Lee,185.0,76.0,L,L,4/10/1996,4/26/1998,adamj001,adamsjo02,Joel Lee Adamson
79,adamska01,1891.0,8.0,11.0,USA,GA,Columbus,1967.0,9.0,17.0,USA,WA,Everett,Karl,Adams,Karl Tutwiler,170.0,74.0,R,R,4/19/1914,9/23/1915,adamk101,adamska01,Karl Tutwiler Adams
80,adamsla01,1989.0,11.0,13.0,USA,OK,Talihina,,,,,,,Lane,Adams,Lane Weston,190.0,76.0,R,R,9/1/2014,9/28/2014,adaml001,adamsla01,Lane Weston Adams
81,adamsma01,1988.0,8.0,31.0,USA,PA,Philipsburg,,,,,,,Matt,Adams,Matthew James,260.0,75.0,L,R,5/20/2012,9/28/2014,adamm002,adamsma01,Matthew James Adams
82,adamsmi01,1947.0,9.0,13.0,USA,CA,San Diego,,,,,,,Mike,Adamson,John Michael,185.0,74.0,R,R,7/1/1967,5/7/1969,adamm101,adamsmi01,John Michael Adamson
83,adamsmi02,1948.0,7.0,24.0,USA,OH,Cincinnati,,,,,,,Mike,Adams,Robert Michael,180.0,69.0,R,R,9/10/1972,7/25/1978,adamm102,adamsmi02,Robert Michael Adams
84,adamsmi03,1978.0,7.0,29.0,USA,TX,Corpus Christi,,,,,,,Mike,Adams,Jon Michael,210.0,77.0,R,R,5/18/2004,9/18/2014,adamm001,adamsmi03,Jon Michael Adams
85,adamsre01,1921.0,10.0,7.0,USA,CA,Parlier,,,,,,,Red,Adams,Charles Dwight,185.0,72.0,R,R,5/5/1946,7/2/1946,adamr101,adamsre01,Charles Dwight Adams
86,adamsri01,1878.0,12.0,24.0,USA,TX,Paris,1955.0,3.0,10.0,USA,TX,Paris,Rick,Adams,Reuben Alexander,165.0,72.0,L,L,7/13/1905,9/29/1905,adamr102,adamsri01,Reuben Alexander Adams
87,adamsri02,1959.0,1.0,21.0,USA,CA,Upland,2011.0,10.0,28.0,USA,CA,Rancho Cucamonga,Ricky,Adams,Ricky Lee,180.0,74.0,R,R,9/15/1982,10/5/1985,adamr001,adamsri02,Ricky Lee Adams
88,adamsru01,1980.0,8.0,30.0,USA,NC,Laurinburg,,,,,,,Russ,Adams,Russ Moore,205.0,72.0,L,R,9/3/2004,6/30/2009,adamr002,adamsru01,Russ Moore Adams
89,adamsry01,1987.0,4.0,21.0,USA,LA,New Orleans,,,,,,,Ryan,Adams,Ryan Scott,185.0,71.0,R,R,5/20/2011,9/19/2011,adamr003,adamsry01,Ryan Scott Adams
90,adamssp01,1894.0,8.0,26.0,USA,PA,Zerbe,1989.0,2.0,24.0,USA,PA,Pottsville,Sparky,Adams,Earl J.,151.0,65.0,R,R,9/18/1922,9/30/1934,adams101,adamssp01,Earl J. Adams
91,adamssp02,1898.0,6.0,21.0,USA,UT,Layton,1970.0,11.0,24.0,USA,UT,Salt Lake City,Spencer,Adams,Spencer Dewey,158.0,69.0,L,R,4/22/1923,10/2/1927,adams102,adamssp02,Spencer Dewey Adams
92,adamste01,1973.0,3.0,6.0,USA,AL,Mobile,,,,,,,Terry,Adams,Terry Wayne,180.0,75.0,R,R,8/10/1995,5/23/2005,adamt001,adamste01,Terry Wayne Adams
93,adamswi01,1890.0,9.0,27.0,USA,PA,Clearfield,1937.0,6.0,18.0,USA,NY,Albany,Willie,Adams,James Irvin,180.0,76.0,R,R,6/30/1912,9/6/1919,adamw101,adamswi01,James Irvin Adams
94,adamswi02,1972.0,10.0,8.0,USA,NM,Gallup,,,,,,,Willie,Adams,William Edward,215.0,79.0,R,R,6/11/1996,8/14/1997,adamw001,adamswi02,William Edward Adams
95,adcocjo01,1927.0,10.0,30.0,USA,LA,Coushatta,1999.0,5.0,3.0,USA,LA,Coushatta,Joe,Adcock,Joseph Wilbur,210.0,76.0,R,R,4/23/1950,10/1/1966,adcoj101,adcocjo01,Joseph Wilbur Adcock
96,adcocna01,1988.0,2.0,25.0,USA,KY,Elizabethtown,,,,,,,Nathan,Adcock,Nathan Masler,235.0,76.0,R,R,3/31/2011,8/13/2014,adcon001,adcocna01,Nathan Masler Adcock
97,addisbo01,1925.0,11.0,6.0,USA,OH,Mineral,,,,,,,Bob,Addis,Robert Gordon,175.0,72.0,L,R,9/1/1950,6/12/1953,addib101,addisbo01,Robert Gordon Addis
98,adducji01,1959.0,8.0,9.0,USA,IL,Chicago,,,,,,,Jim,Adduci,James David,200.0,77.0,L,L,9/12/1983,7/26/1989,adduj001,adducji01,James David Adduci
99,adducji02,1985.0,5.0,15.0,CAN,BC,Burnaby,,,,,,,Jim,Adduci,Jim Charles,210.0,74.0,L,L,9/1/2013,9/28/2014,adduj002,adducji02,Jim Charles Adduci
100,addybo01,1842.0,2.0,,CAN,ON,Port Hope,1910.0,4.0,9.0,USA,ID,Pocatello,Bob,Addy,Robert Edward,160.0,68.0,L,L,1871-05-06,1877-10-06,addyb101,addybo01,Robert Edward Addy
101,adenhni01,1986.0,8.0,24.0,USA,MD,Silver Spring,2009.0,4.0,9.0,USA,CA,Orange,Nick,Adenhart,Nicholas James,185.0,75.0,R,R,5/1/2008,4/8/2009,adenn001,adenhni01,Nicholas James Adenhart
102,aderhmo01,1915.0,9.0,13.0,USA,NC,Mount Olive,1955.0,3.0,18.0,USA,FL,Sarasota,Morrie,Aderholt,Morris Woodrow,188.0,73.0,L,R,9/13/1939,9/30/1945,aderm101,aderhmo01,Morris Woodrow Aderholt
103,adkinde01,1918.0,5.0,11.0,USA,KS,Norcatur,1998.0,12.0,26.0,USA,CA,Santa Monica,Dewey,Adkins,John Dewey,195.0,74.0,R,R,9/19/1942,10/2/1949,adkid103,adkinde01,John Dewey Adkins
104,adkindi01,1920.0,3.0,3.0,USA,TX,Electra,1955.0,9.0,12.0,USA,TX,Electra,Dick,Adkins,Richard Earl,165.0,70.0,R,R,9/19/1942,9/20/1942,adkid101,adkindi01,Richard Earl Adkins
105,adkindo01,1872.0,8.0,5.0,USA,WI,Troy,1934.0,2.0,21.0,USA,NC,Durham,Doc,Adkins,Merle Theron,220.0,70.0,R,R,6/24/1902,9/29/1903,adkid102,adkindo01,Merle Theron Adkins
106,adkingr01,1897.0,6.0,29.0,USA,AR,Jacksonville,1966.0,3.0,31.0,USA,AR,Little Rock,Grady,Adkins,Grady Emmett,175.0,71.0,R,R,4/13/1928,10/5/1929,adkig101,adkingr01,Grady Emmett Adkins
107,adkinhe01,1874.0,1.0,19.0,USA,MO,Fulton,1953.0,1.0,2.0,USA,MO,Mexico,Harry,Atkinson,John Harry,,,,,1895-09-25,1895-09-25,adkih101,adkinhe01,John Harry Atkinson
108,adkinjo01,1977.0,8.0,30.0,USA,WV,Huntington,,,,,,,Jon,Adkins,Jonathan Scott,200.0,72.0,L,R,8/14/2003,9/27/2008,adkij001,adkinjo01,Jonathan Scott Adkins
109,adkinst01,1964.0,10.0,26.0,USA,IL,Chicago,,,,,,,Steve,Adkins,Steven Thomas,210.0,78.0,R,L,9/12/1990,10/3/1990,adkis001,adkinst01,Steven Thomas Adkins
110,adlesda01,1943.0,7.0,15.0,USA,CA,Long Beach,,,,,,,Dave,Adlesh,David George,187.0,72.0,R,R,5/12/1963,9/28/1968,adled101,adlesda01,David George Adlesh
111,adriaeh01,1989.0,8.0,21.0,Venezuela,Miranda,Guarenas,,,,,,,Ehire,Adrianza,Ehire Enrique,170.0,73.0,B,R,9/8/2013,7/24/2014,adrie001,adriaeh01,Ehire Enrique Adrianza
112,afenitr01,1963.0,9.0,21.0,USA,CA,Escondido,,,,,,,Troy,Afenir,Michael Troy,185.0,76.0,R,R,9/14/1987,7/10/1992,afent001,afenitr01,Michael Troy Afenir
113,affelje01,1979.0,6.0,6.0,USA,AZ,Phoenix,,,,,,,Jeremy,Affeldt,Jeremy David,225.0,76.0,L,L,4/6/2002,9/27/2014,affej001,affelje01,Jeremy David Affeldt
114,agbaybe01,1971.0,12.0,28.0,USA,HI,Honolulu,,,,,,,Benny,Agbayani,Benny Peter,225.0,72.0,R,R,6/17/1998,9/29/2002,agbab001,agbaybe01,Benny Peter Agbayani
115,ageeto01,1942.0,8.0,9.0,USA,AL,Magnolia,2001.0,1.0,22.0,USA,NY,New York,Tommie,Agee,Tommie Lee,195.0,71.0,R,R,9/14/1962,9/30/1973,ageet101,ageeto01,Tommie Lee Agee
116,agganha01,1929.0,4.0,20.0,USA,MA,Lynn,1955.0,6.0,27.0,USA,MA,Cambridge,Harry,Agganis,Harry,200.0,74.0,L,L,4/13/1954,6/2/1955,aggah101,agganha01,Harry Agganis
117,aglerjo01,1887.0,6.0,12.0,USA,OH,Coshocton,1971.0,4.0,26.0,USA,OH,Massillon,Joe,Agler,Joseph Abram,165.0,71.0,L,L,10/1/1912,10/2/1915,aglej101,aglerjo01,Joseph Abram Agler
118,agnewsa01,1887.0,4.0,12.0,USA,MO,Farmington,1951.0,7.0,19.0,USA,CA,Sonoma,Sam,Agnew,Samuel Lester,185.0,71.0,R,R,4/10/1913,9/28/1919,agnes101,agnewsa01,Samuel Lester Agnew
119,agostju01,1958.0,2.0,23.0,P.R.,,Rio Piedras,,,,,,,Juan,Agosto,Juan Roberto,190.0,74.0,L,L,9/7/1981,6/19/1993,agosj001,agostju01,Juan Roberto Agosto
120,aguaylu01,1959.0,3.0,13.0,P.R.,,Vega Baja,,,,,,,Luis,Aguayo,Luis,173.0,69.0,R,R,4/19/1980,9/30/1989,agual001,aguaylu01,Luis Aguayo
121,aguilch01,1979.0,2.0,23.0,USA,CA,Redwood City,,,,,,,Chris,Aguila,Christopher Louis,200.0,71.0,R,R,6/28/2004,7/10/2008,aguic001,aguilch01,Christopher Louis Aguila
122,aguilje01,1990.0,6.0,30.0,Venezuela,Aragua,Maracay,,,,,,,Jesus,Aguilar,Jesus Alexander,250.0,75.0,R,R,5/15/2014,9/28/2014,aguij001,aguilje01,Jesus Alexander Aguilar
